country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Europe,1953,,564660786,,44.523,0.079,2791.516,77.537,2.857,3535.668,144.465,4.26,6.264,1.097,,4.946,0.866,,2333.914,4.135,,,,526.391,123902.844,249099.422,116969.227,0,258.906,137976.109,6148.322,,,,0,0,30.052,0.053,6.216,8.514,744.28,1.319,1127.627,1.997,310.026,0.549,383.027,0.679,,,,49.721,41.972,26.705,57.452,45.981,49.322,36.193,55.691,0,4.178,31.243,18.423,,0,6.333,11.296,19.778,,29.856,0.031,0.094,0.129,0.005,4807.78,3509.767,,
Europe,1954,,570269625,,48.108,0.084,2970.04,178.524,6.395,3800.417,264.749,7.488,6.667,1.115,,5.21,0.871,,2447.927,4.294,,,,574.5,126872.891,252899.828,119417.148,0,292.306,138806.594,6588.927,,,,0,0,33.4,0.059,6.534,8.976,830.493,1.457,1162.803,2.039,322.19,0.565,440.605,0.773,,,,49.528,43.744,27.599,60.371,46.258,49.175,36.024,55.78,0,4.364,30.942,18.599,,0,6.662,11.897,21.462,,29.766,0.032,0.095,0.132,0.005,5118.969,3726.019,,
Europe,1955,,575977754,,54.128,0.094,3233.7,263.66,8.877,4130.23,329.814,8.678,7.174,1.138,,5.616,0.891,,2625.992,4.561,,,,628.628,130106.578,257030.078,122043.141,0,331.352,139703.281,7103.461,,,,0,0,39.046,0.068,7.016,9.572,896.69,1.557,1210.777,2.102,335.452,0.582,514.534,0.894,,,,50.382,43.441,28.353,59.858,46.587,49.014,35.868,55.862,0,4.573,30.655,18.83,,0,7.135,12.588,22.387,,29.685,0.033,0.097,0.135,0.005,5513.057,4041.182,,
Europe,1956,,581699676,,57.332,0.099,3445.256,211.556,6.542,4386.092,255.861,6.195,7.543,1.153,,5.925,0.906,,2751.946,4.733,,,,685.96,133551.844,261416.156,124795.086,0,379.24,140644.281,7691.551,,,,0,0,47.888,0.082,7.395,10.036,941,1.618,1255.315,2.158,349.5,0.601,588.09,1.011,,,,49.217,43.468,28.96,59.709,46.796,48.853,35.725,55.941,0,4.841,30.38,19.123,,0,8.155,13.034,23.541,,29.619,0.033,0.099,0.138,0.005,5837.733,4301.515,,
Europe,1957,,587740737,,60.678,0.103,3593.218,147.962,4.295,4579.763,193.671,4.416,7.795,1.146,,6.116,0.899,,2820.22,4.8,,,,746.638,137145.062,265995.938,127615.312,0,443.527,141631.109,8339.583,,,,0,0,64.287,0.109,7.64,10.354,986.822,1.68,1291.676,2.198,364.023,0.619,648.033,1.103,,,,49.553,43.897,29.529,60.106,47.008,48.709,35.596,56.027,0,5.23,30.117,19.47,,0,9.941,13.475,24.817,,29.562,0.034,0.101,0.141,0.005,6085.57,4490.484,,
Europe,1958,,594183460,,64.043,0.108,3631.7,38.482,1.071,4423.131,-156.632,-3.42,7.447,1.071,,6.114,0.879,,2762.424,4.651,,,,810.682,140776.75,270419.062,130377.734,0,527.461,142422.75,9060.882,,,,0,0,83.934,0.141,7.659,10.073,791.648,1.333,1308.859,2.203,378.712,0.637,721.298,1.214,,,,49.38,43.146,28.338,58.012,47.187,48.548,35.448,56.067,0,5.742,29.829,19.891,,0,11.892,11.008,26.532,,29.486,0.035,0.103,0.144,0.006,5984.969,4550.86,,
Europe,1959,,600394949,,72.378,0.121,3713.172,81.472,2.243,5025.716,602.585,13.623,8.374,1.158,,6.187,0.856,,2734.171,4.556,,,,883.06,144489.922,275444.75,133111.906,0,631.104,143735.453,9863.862,,,,0,0,103.643,0.173,7.751,10.738,1312.697,2.187,1326.036,2.209,393.255,0.655,802.98,1.338,,,,49.832,41.935,30.278,55.189,47.393,48.352,35.338,56.049,0,6.347,29.624,20.359,,0,13.669,16.952,27.717,,29.41,0.036,0.105,0.147,0.006,6446.993,4653.923,,
Europe,1960,,606404009,,79.556,0.131,3964.941,251.769,6.78,4837.416,-188.3,-3.747,7.98,1.049,,6.541,0.86,,2845.558,4.694,,,,962.616,148454.859,280282.188,135957.469,0,758.633,144608.031,10776.16,,,,0,0,127.529,0.21,8.151,10.769,872.575,1.439,1359.475,2.242,407.341,0.672,912.298,1.505,,,,50.546,42.239,30.059,55.172,47.639,48.165,35.231,56.031,0,7.038,29.397,20.896,,0,15.281,13.012,29.233,,29.353,0.037,0.107,0.15,0.006,6530.586,4942.887,,
Europe,1961,,612457729,,87.172,0.142,4109.839,144.898,3.654,5092.807,255.391,5.279,8.318,1.045,,6.713,0.843,,2862.746,4.676,,,,1049.788,152564.719,285375,138820.203,0,915.167,145591.156,11779.547,,,,0,0,156.534,0.256,8.351,11.161,983.136,1.606,1377.736,2.25,435.671,0.711,1003.387,1.639,,,,53.107,43.652,31.368,57.911,48.05,48.032,35.154,56.068,0,7.848,29.192,21.464,,0,17.747,14.414,30.313,,29.328,0.038,0.109,0.153,0.006,6835.447,5114.559,,
Europe,1962,,618417566,,93.708,0.152,4336.908,227.069,5.525,4902.58,-190.227,-3.735,7.93,0.958,,7.015,0.848,,2907.845,4.704,,,,1143.496,156901.625,290277.594,141728.062,0.319,1102.885,146157,12926.864,,,,0.319,0.001,187.718,0.304,8.697,11.003,565.828,0.915,1417.224,2.292,455.857,0.737,1147.318,1.856,,,,53.133,44.493,30.493,59.011,48.429,47.926,35.063,56.126,0.028,8.733,28.939,22.12,,0.371,19.398,8.938,32.234,,29.315,0.039,0.112,0.157,0.006,6804.677,5378.485,,
Europe,1963,,624200480,,98.184,0.157,4609.9,272.993,6.295,5087.287,184.707,3.768,8.153,0.949,,7.388,0.86,,3003.11,4.813,,,,1241.68,161511.516,295364.844,144731.156,0.769,1322.542,146634.531,14215.362,,,,0.451,0.001,219.657,0.352,9.127,11.32,477.542,0.765,1452.336,2.327,471.593,0.756,1288.498,2.065,,,,52.792,44.901,30.967,58.803,48.748,47.834,34.984,56.179,0.062,9.671,28.683,22.838,,0.498,20.982,7.751,33.867,,29.311,0.04,0.114,0.161,0.007,7065.707,5697.309,,
Europe,1964,,629767760,,109.732,0.174,4839.824,229.924,4.988,5249.139,161.852,3.182,8.338,0.923,,7.688,0.851,,3022.24,4.801,,,,1351.412,166351.344,300614,147753.406,1.301,1582.235,147043.984,15662.99,,,,0.531,0.001,259.693,0.413,9.458,11.511,409.462,0.65,1457.19,2.314,488.529,0.776,1447.628,2.3,,,,53.228,44.712,31.463,57.981,49.083,47.737,34.915,56.214,0.096,10.671,28.437,23.607,,0.471,22.525,6.989,35.264,,29.314,0.041,0.116,0.164,0.007,7249.381,5956.652,,
Europe,1965,,635030906,,114.685,0.181,4982.21,142.386,2.942,5357.783,108.643,2.07,8.44,0.902,0.44,7.848,0.839,0.409,2982.422,4.698,,,,1466.097,171333.547,305971.781,150735.828,1.707,1880.238,147419.719,17249.684,,30360.383,,0.407,0.001,298.003,0.469,9.64,11.665,375.73,0.592,1472.455,2.319,509.996,0.803,1586.693,2.5,,,19275.359,52.988,44.049,31.636,56.394,49.368,47.621,34.852,56.218,0.115,11.709,28.203,24.378,,0.312,24.216,6.68,35.979,,29.329,0.043,0.119,0.168,0.007,7407.645,6121.705,,
Europe,1966,,640036994,,122.234,0.191,5153.738,171.528,3.443,5525.352,167.569,3.128,8.636,0.89,0.441,8.055,0.83,0.411,2945.811,4.604,,,,1588.331,176487.281,311497.125,153681.641,1.927,2212.887,147791.5,19002.508,,31373.551,,0.22,0,332.649,0.52,9.858,11.874,371.773,0.581,1491.32,2.33,536.294,0.838,1752.825,2.74,,,20075.539,52.457,43.445,32.339,55.067,49.593,47.488,34.804,56.195,0.118,12.719,27.995,25.163,,0.152,24.826,7.118,36.829,,29.336,0.044,0.121,0.172,0.007,7600.08,6309.679,,
Europe,1967,,644732600,,128.117,0.199,5267.683,113.945,2.211,5626.312,100.96,1.827,8.73,0.872,0.436,8.173,0.816,0.409,2882.689,4.473,,,,1716.448,181754.969,317123.469,156564.328,2.191,2586.062,148150.297,20885.947,,32294.582,,0.264,0,373.174,0.579,9.984,11.985,358.814,0.557,1504.888,2.334,559.421,0.868,1883.439,2.922,,,20821.686,53.406,43.046,31.898,54.789,49.858,47.346,34.748,56.169,0.12,13.733,27.778,25.915,,0.138,26.041,6.644,37.112,,29.326,0.045,0.124,0.177,0.007,7727.438,6437.053,,
Europe,1968,,649249404,,134.77,0.208,5513.143,245.46,4.66,5911.199,284.888,5.063,9.108,0.87,0.431,8.495,0.811,0.402,2896.296,4.463,,,,1851.218,187268.125,323034.656,159460.625,2.656,3010.355,148548.562,22943.268,,33837.586,,0.465,0.001,424.294,0.654,10.324,12.338,398.256,0.614,1515.731,2.335,579.581,0.893,2057.319,3.17,,,21968.814,52.792,42.72,32.412,54.45,50.061,47.196,34.702,56.137,0.131,14.763,27.577,26.64,,0.228,27.204,7.469,37.211,,29.315,0.046,0.127,0.181,0.008,8010.119,6702.881,,
Europe,1969,,653780348,,140.5,0.215,5813.301,300.158,5.444,6117.081,205.881,3.483,9.36,0.857,0.416,8.895,0.814,0.395,2954.459,4.521,,,,1991.717,193081.422,329151.75,162415.078,4.481,3484.821,148852.578,25185.318,,35727.676,,1.825,0.003,474.466,0.726,10.75,12.664,304.004,0.465,1526.563,2.335,592.914,0.907,2242.052,3.431,,,23343.668,51.918,42.242,31.213,53.545,50.188,47.03,34.63,56.087,0.197,15.768,27.338,27.345,,0.748,27.769,5.209,37.498,,29.272,0.048,0.129,0.185,0.008,8279.508,7027.924,,
Europe,1970,,657646308,,148.239,0.225,6095.201,281.9,4.849,6574.921,457.84,7.485,10.001,0.868,0.42,9.272,0.805,0.389,2927.369,4.453,,,,2139.956,199176.625,335726.625,165342.438,7.775,3985.704,149332.547,27700.736,,37630.77,,3.294,0.005,500.883,0.762,11.09,13.186,479.963,0.73,1529,2.325,576.234,0.876,2515.417,3.826,,,24729.529,51.427,40.91,31.928,51.374,50.271,46.816,34.573,55.996,0.305,16.683,27.142,28.009,,1.186,27.97,8.429,36.993,,29.227,0.049,0.132,0.189,0.008,8672.026,7293.521,,
Europe,1971,,661610573,,153.427,0.232,6324.005,228.804,3.754,6571.688,-3.233,-0.049,9.937,0.835,0.41,9.562,0.804,0.395,2895.917,4.379,,,,2293.383,205500.625,342298.344,168238.359,35.803,4575.679,149580.469,30357.393,,38678.285,,28.028,0.042,589.975,0.892,11.386,13.192,247.93,0.375,1543.432,2.333,593.146,0.897,2656.657,4.017,,,25571.016,50.618,40.79,31.867,50.81,50.294,46.604,34.517,55.898,1.246,17.719,26.936,28.611,,8.719,30.514,4.844,36.89,,29.188,0.05,0.135,0.193,0.008,8727.801,7533.357,,
Europe,1972,,666182813,,160.424,0.241,6552.929,228.924,3.62,6744.99,173.302,2.637,10.129,0.822,0.402,9.84,0.798,0.391,2836.498,4.259,,,,2453.807,212053.562,349043.312,171074.859,64.151,5240.184,149772.75,33220.547,,40277.91,,28.348,0.043,664.505,0.998,11.651,13.393,192.28,0.289,1546.051,2.321,605.49,0.909,2863.153,4.299,,,26802.838,49.923,40.389,31.205,49.843,50.27,46.383,34.446,55.786,1.992,18.798,26.712,29.175,,8.172,32.38,3.567,36.872,,29.132,0.051,0.138,0.198,0.009,8922.381,7761.99,,
Europe,1973,,670465967,,167.075,0.249,6845.589,292.661,4.466,7148.846,403.855,5.987,10.667,0.77,0.403,10.214,0.737,0.386,2866.882,4.278,,,,2620.882,218899.141,356192.156,173941.75,96.621,5967.229,150076.25,36272.664,,42220.465,,32.47,0.048,727.045,1.085,12.062,13.951,303.496,0.453,1573.506,2.347,637.135,0.95,3052.117,4.554,,,28269.135,49.099,40.068,32.016,48.901,50.194,46.156,34.394,55.657,2.667,19.837,26.518,29.709,,8.074,32.98,5.787,37.113,,29.087,0.052,0.141,0.202,0.009,9353.734,8087.141,,
Europe,1974,,674404989,,166.862,0.248,6863.87,18.28,0.267,7088.994,-59.851,-0.837,10.516,0.793,0.406,10.182,0.768,0.393,2859.879,4.242,,,,2787.744,225763.016,363281.156,176801.625,131.565,6768.324,150301.656,39273.754,,42435.465,,34.944,0.052,801.095,1.188,12.044,13.852,225.413,0.334,1589.686,2.357,659.147,0.977,3001.09,4.452,,,28582.908,48.969,40.349,32.005,48.796,50.119,45.955,34.344,55.53,3.278,20.928,26.319,30.165,,8.928,35.452,4.387,37.023,,29.047,0.053,0.145,0.207,0.009,9342.092,8122.846,,
Europe,1975,,677939371,,165.901,0.245,6903.233,39.364,0.573,7096.629,7.634,0.108,10.472,0.788,0.411,10.187,0.766,0.4,2867.603,4.232,,,,2953.645,232666.25,370377.781,179669.219,168.874,7637.559,150495.375,42236.941,,42690.59,,37.309,0.055,869.235,1.283,12.06,13.795,193.727,0.286,1612.307,2.378,662.647,0.977,2963.186,4.373,,,28919.295,48.789,40.482,32.094,47.513,50.042,45.771,34.298,55.381,3.882,22.076,26.121,30.554,,11.08,38.526,3.829,36.869,,29.006,0.054,0.148,0.211,0.01,9352.077,8176.104,,
Europe,1976,,681319207,,170.304,0.25,7277.801,374.568,5.426,7533.797,437.168,6.16,11.062,0.804,0.414,10.686,0.777,0.4,2979.982,4.376,,,,3123.949,239944.047,377911.594,182649.203,209.256,8586.38,150751.688,45375.25,,44533.395,,40.382,0.059,948.822,1.393,12.582,14.415,256.312,0.376,1625.824,2.386,671.184,0.985,3138.311,4.608,,,30327.705,47.808,40.457,32.652,47.599,49.915,45.589,34.263,55.234,4.409,23.216,25.937,30.915,,10.212,39.74,5.041,36.751,,28.972,0.055,0.151,0.216,0.01,9820.918,8572.354,,
Europe,1977,,684767363,,173.928,0.254,7334.162,56.36,0.774,7606.117,72.321,0.96,11.112,0.788,0.412,10.715,0.76,0.397,2969.905,4.339,,,,3297.878,247278.203,385517.719,185619.125,252.912,9582.053,151024.047,48526.25,,45540.352,,43.656,0.064,995.672,1.455,12.607,14.44,272.351,0.398,1629.86,2.38,673.938,0.984,3151,4.603,,,31172.619,46.644,39.647,31.676,46.311,49.731,45.388,34.208,55.064,4.932,24.304,25.74,31.184,,11.444,40.775,4.939,35.646,,28.922,0.056,0.155,0.221,0.01,9887.856,8632.523,,
Europe,1978,,688106257,,176.822,0.257,7566.62,232.458,3.17,7824.192,218.075,2.867,11.375,0.788,0.409,11.001,0.762,0.395,2987.388,4.343,,,,3474.7,254844.828,393341.906,188606.5,300.18,10627.916,151282,51835.527,,47110.336,,47.268,0.069,1045.863,1.521,12.915,14.751,257.959,0.375,1652.982,2.402,692.345,1.006,3309.278,4.811,,,32403.143,44.422,39.68,31.959,45.805,49.43,45.195,34.16,54.888,5.44,25.318,25.548,31.459,,12.114,40.996,4.766,36.14,,28.885,0.056,0.158,0.225,0.011,10150.137,8886.656,,
Europe,1979,,691423810,,174.562,0.253,7746.167,179.548,2.373,7938.622,114.429,1.463,11.486,0.776,0.4,11.208,0.757,0.39,3077.887,4.453,,,,3649.262,262591,401280.531,191684.391,335.429,11737.859,151474.922,55184.051,,48501.203,,35.25,0.051,1109.944,1.606,13.131,14.861,192.922,0.279,1671.679,2.418,692.83,1.002,3348.525,4.845,,,33512.375,43.223,39.503,32.675,45.072,49.093,45.003,34.13,54.697,5.707,26.278,25.38,31.707,,9.787,41.264,4.116,36.107,,28.86,0.057,0.162,0.23,0.011,10275.277,9079.335,,
Europe,1980,,694962025,,173.594,0.25,7750.178,4.011,0.052,8104.946,166.324,2.095,11.667,0.733,0.417,11.156,0.701,0.399,3165.754,4.557,,,,3822.855,270341.188,409385.469,194850.141,365.901,12877.609,151830.109,58424.664,,47969.074,,30.472,0.044,1139.75,1.641,13.044,14.937,355.178,0.511,1668.609,2.401,685.287,0.986,3240.61,4.665,,,33296.145,42.729,39.768,33.141,45.167,48.763,44.834,34.109,54.51,5.907,27.153,25.229,31.927,,9.629,41.311,7.15,36.21,,28.843,0.058,0.165,0.235,0.011,10380.672,9065.353,,
Europe,1981,,698282872,,167.641,0.24,7468.539,-281.64,-3.634,7735.384,-369.562,-4.56,11.082,0.697,0.409,10.7,0.672,0.395,3029.85,4.341,,,,3990.496,277809.719,417120.844,197879.984,395.378,14059.15,152097.375,61484.691,,47418.488,,29.477,0.042,1181.542,1.693,12.543,14.307,267.277,0.383,1646.029,2.357,677.66,0.97,3060.028,4.384,,,33056.219,41.262,39.261,32.43,43.349,48.394,44.664,34.077,54.296,6.148,27.994,25.072,32.1,,12.428,42.27,5.534,35.798,,28.822,0.059,0.169,0.239,0.011,9990.085,8758.298,,
Europe,1982,,701148276,,163.106,0.233,7408.562,-59.976,-0.803,7609.48,-125.904,-1.628,10.857,0.679,0.412,10.57,0.661,0.401,3040.212,4.338,,,,4153.602,285218.281,424730.312,200920.203,423.04,15255.477,152298.75,64465.949,,47157.164,,27.662,0.039,1196.326,1.707,12.415,14.093,201.367,0.287,1668.01,2.379,676.254,0.964,2981.256,4.254,,,33006.098,40.345,39.259,32.499,42.75,48.018,44.505,34.047,54.075,6.345,28.809,24.919,32.252,,11.742,43.786,4.432,35.736,,28.796,0.06,0.172,0.244,0.012,9881.19,8704.69,,
Europe,1983,,703986058,,163.106,0.232,7415.053,6.491,0.088,7666.637,57.157,0.751,10.895,0.671,0.412,10.537,0.649,0.398,3044.681,4.327,,,,4316.708,292633.312,432396.969,203964.891,449.146,16517.414,152550.812,67385.164,,47626.152,,26.106,0.037,1261.937,1.793,12.377,14.111,252.065,0.358,1663.756,2.363,688.087,0.977,2919.223,4.148,,,33467.973,39.45,39.043,32.244,41.72,47.627,44.347,34.013,53.837,6.528,29.646,24.766,32.375,,12.265,45.697,5.268,35.351,,28.766,0.06,0.176,0.248,0.012,9933.633,8712.942,,
Europe,1984,,706830247,,157.478,0.223,7466.038,50.985,0.688,7720.284,53.646,0.7,10.927,0.662,0.405,10.567,0.64,0.391,3041.914,4.305,,,,4474.187,300099.375,440117.25,207006.812,474.442,17851.879,152805.562,70292.055,,48906.074,,25.296,0.036,1334.465,1.889,12.363,14.12,254.738,0.361,1650.529,2.335,692.189,0.979,2906.885,4.114,,,34504.148,37.386,37.999,30.531,39.758,47.172,44.164,33.945,53.558,6.714,30.398,24.582,32.472,,13.545,44.312,4.517,34.917,,28.715,0.061,0.179,0.252,0.012,9980.424,8738.88,,
Europe,1985,,709671971,,151.756,0.214,7791.125,325.087,4.354,8046.485,326.202,4.225,11.343,0.673,0.246,10.983,0.652,0.238,3302.348,4.655,,,,4625.942,307890.5,448163.75,210309.156,500.165,19275.283,153061.422,73178.641,1.306,47177.453,,25.723,0.036,1423.404,2.007,12.786,14.533,255.871,0.361,1670.997,2.355,683.377,0.963,2886.588,4.069,0.002,1.306,33413.352,35.642,38.357,31.428,40.263,46.677,43.995,33.897,53.282,6.9,31.165,24.416,32.554,,14.13,45.588,4.836,34.681,,28.68,0.061,0.183,0.257,0.013,10314.017,9073.637,,
Europe,1986,,712736045,,153.971,0.216,7805.437,14.311,0.184,8066.635,20.149,0.25,11.322,0.656,0.242,10.956,0.635,0.234,3316.488,4.655,,,,4779.914,315695.938,456230.375,213625.641,522.878,20648.465,153323.109,76116.141,2.889,47810.801,,22.712,0.032,1373.182,1.927,12.76,14.479,261.687,0.367,1682.717,2.361,679.755,0.954,2937.499,4.123,0.002,1.584,33999.641,34.809,37.863,30.857,39.856,46.17,43.82,33.838,53.005,7.048,31.818,24.244,32.617,,13.332,45.068,4.735,34.265,,28.644,0.062,0.186,0.261,0.013,10319.471,9094.866,,
Europe,1987,,715923439,,154.146,0.215,7825.856,20.42,0.262,8105.152,38.518,0.477,11.326,0.645,0.238,10.935,0.623,0.23,3331.133,4.655,,,,4934.061,323521.781,464335.531,216956.766,545.687,22163.492,153602.906,78917.219,4.551,48686.398,,22.81,0.032,1515.029,2.117,12.739,14.463,279.788,0.391,1677.032,2.342,681.909,0.952,2801.076,3.914,0.002,1.662,34772.836,33.579,36.827,30.482,38.741,45.635,43.619,33.773,52.707,7.196,32.496,24.085,32.609,,13.936,45.792,5.24,32.403,,28.602,0.062,0.19,0.266,0.013,10354.146,9119.839,,
Europe,1988,,719141825,,158.432,0.22,7868.776,42.92,0.548,8137.895,32.742,0.404,11.321,0.627,0.236,10.946,0.607,0.228,3293.83,4.582,,,,5092.492,331390.562,472473.438,220250.609,582.174,23745.611,153872.531,81712.133,7.542,49046.547,,36.487,0.051,1582.119,2.201,12.722,14.422,269.64,0.375,1667.05,2.318,666.501,0.927,2794.917,3.888,0.004,2.991,35176.734,32.808,35.629,29.857,37.035,45.087,43.388,33.697,52.375,7.493,33.131,23.933,32.558,,19.572,45.628,5.214,31.185,,28.548,0.063,0.193,0.27,0.014,10371.527,9148.601,,
Europe,1989,,722202127,,160.571,0.222,7833.485,-35.291,-0.448,8019.104,-118.791,-1.46,11.108,0.602,0.233,10.851,0.588,0.228,3211.914,4.449,,,,5253.063,339224.031,480492.531,223462.516,617.484,25378.66,154058.734,84501.812,10.506,48769.746,,35.31,0.049,1633.048,2.262,12.589,14.169,186.195,0.258,1650.911,2.286,652.698,0.904,2789.679,3.864,0.004,2.964,35108.652,32.555,34.992,29.331,36.12,44.562,43.149,33.613,52.039,7.796,33.697,23.779,32.49,,23.265,44.845,3.759,30.595,,28.484,0.063,0.197,0.274,0.014,10232.596,9091.824,,
Europe,1990,,724928030,,153.557,0.212,8038.27,204.785,2.614,8231.39,212.285,2.647,11.359,0.62,0.238,11.093,0.605,0.232,3001.748,4.142,7769.237,10.722,0.585,5406.621,347262.312,488723.906,226464.266,686.501,27129.039,154252.547,87461.172,114.712,48583.395,,69.018,0.095,1750.378,2.416,12.797,14.382,193.805,0.267,1653.523,2.281,604.038,0.833,2959.363,4.084,0.144,104.206,35091.113,31.061,35.366,29.71,34.493,44.019,42.931,33.539,51.69,8.393,34.289,23.627,32.473,6.165,26.669,45.988,3.894,32.014,46.719,28.432,0.064,0.201,0.279,0.014,10425.614,9276.901,-269.032,-3.347
Europe,1991,,727282708,,142.549,0.196,7738.573,-299.697,-3.728,7983.153,-248.237,-3.016,10.981,0.6,0.233,10.645,0.582,0.226,2795.272,3.845,7655.724,10.531,0.576,5549.169,355000.875,496707.062,229259.547,752.709,28877.834,154497.766,90353.727,207.906,47880.285,,66.208,0.091,1748.796,2.406,12.307,13.867,245.217,0.337,1607.171,2.21,572.333,0.787,2892.554,3.979,0.128,93.194,34684.59,28.045,33.376,28.353,32.441,43.384,42.664,33.441,51.319,8.904,34.798,23.486,32.381,10.013,24.16,45.211,4.934,29.809,43.222,28.354,0.064,0.204,0.283,0.014,10085.08,8950.604,-82.849,-1.071
Europe,1992,,728427305,,132.589,0.182,7096.633,-641.94,-8.295,7169.284,-813.869,-10.195,9.846,0.546,0.216,9.746,0.541,0.214,2521.242,3.463,6653.275,9.137,0.507,5681.758,362097.5,503876.344,231780.781,812.32,30607.066,154571.031,92922.273,293.325,46034.34,,59.61,0.082,1729.233,2.375,11.343,12.657,73.281,0.101,1533.426,2.105,544.885,0.748,2568.54,3.528,0.117,85.419,33424.168,25.046,31.501,25.802,29.979,42.655,42.37,33.3,50.925,9.342,35.217,23.311,32.237,12.795,24.657,44.093,1.394,27.892,39.509,28.24,0.064,0.207,0.287,0.015,9219.495,8262.35,-443.357,-6.247
Europe,1993,,728832223,,119.788,0.164,6806.002,-290.63,-4.095,6765.468,-403.816,-5.633,9.286,0.521,0.211,9.342,0.524,0.213,2399.705,3.294,6564.792,9.011,0.506,5801.546,368903.531,510641.844,234180.469,866.516,32328.484,154531.062,95357.367,369.123,44344.66,,54.196,0.074,1721.418,2.363,10.879,11.991,-39.972,-0.055,1478.224,2.028,521.349,0.715,2435.097,3.342,0.104,75.798,32250.467,21.693,29.909,24.398,28.195,41.821,42.047,33.14,50.508,9.704,35.551,23.131,32.057,14.714,23.182,42.767,-0.804,26.418,35.062,28.104,0.064,0.211,0.29,0.015,8739.314,7928.625,-241.21,-3.544
Europe,1994,,729729624,,119.115,0.163,6446.058,-359.945,-5.289,6437.724,-327.743,-4.844,8.826,0.491,0.209,8.837,0.492,0.21,2254.082,3.09,6400.345,8.774,0.488,5920.661,375349.562,517079.531,236434.578,917.34,33983.016,154523.281,97654.125,439.866,42530.152,,50.824,0.07,1654.532,2.268,10.315,11.433,-7.777,-0.011,1421.012,1.947,508.939,0.697,2296.762,3.149,0.097,70.743,30958.039,20.208,28.035,22.289,26.333,40.94,41.689,32.941,50.069,9.924,35.773,22.928,31.839,16.141,16.15,40.737,-0.132,24.827,32.689,27.927,0.064,0.213,0.293,0.015,8343.255,7527.452,-45.712,-0.709
Europe,1995,,730243556,,120.903,0.166,6423.223,-22.834,-0.354,6313.62,-124.104,-1.928,8.649,0.47,0.206,8.8,0.478,0.209,2235.365,3.062,6400.953,8.769,0.476,6041.564,381772.781,523393.156,238669.922,971.076,35644.727,154414.234,99933.953,511.552,42450.391,,53.736,0.074,1661.711,2.276,10.27,11.223,-109.05,-0.149,1391.361,1.905,499.71,0.684,2279.822,3.123,0.098,71.686,30910.812,19.391,27.296,21.798,25.391,40.049,41.322,32.739,49.618,10.147,35.927,22.728,31.62,17.348,16.466,39.394,-2.007,24.418,32.064,27.739,0.064,0.216,0.296,0.015,8195.192,7499.608,-22.27,-0.347
Europe,1996,,730250394,,112.804,0.155,6471.548,48.325,0.752,6841.8,528.18,8.366,9.373,0.498,0.221,8.866,0.471,0.209,2195.726,3.008,6570.834,9.002,0.479,6154.368,388244.344,530234.938,240865.656,1025.133,37393.191,154785.078,102227.688,578.312,42768.289,,54.057,0.074,1748.461,2.395,10.319,11.832,370.835,0.508,1358.328,1.86,501.859,0.687,2293.74,3.142,0.091,66.76,31149.6,17.726,26.678,22.602,24.329,39.146,40.948,32.55,49.152,10.333,36.087,22.583,31.39,18.239,15.427,39.695,6.168,23.844,30.068,27.553,0.064,0.219,0.299,0.016,8640.325,7535.781,99.286,1.534
