country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
European Union (28),1960,,,,58.784,0.144,2683.998,196.782,7.912,2650.065,171.889,6.936,6.488,0.703,,6.571,0.712,,1997.103,4.889,,,,791.646,128564.742,151861.031,121153.031,0,389.877,29986.898,6230.186,,,,0,0,50.525,0.124,,,-33.933,-0.083,835.372,,272.23,,577.586,1.414,,,,37.348,28.593,16.467,38.721,39.178,41.712,19.089,49.929,0,3.617,6.096,12.081,,0,6.054,-0.506,18.508,,17.52,0.021,0.064,0.09,0.004,3781.24,3300.691,,
European Union (28),1961,,,,63.925,0.155,2788.26,104.263,3.885,2741.534,91.469,3.452,6.659,0.69,,6.772,0.702,,2025.649,4.92,,,,855.57,131353,154602.562,123178.68,0,446.574,29940.17,6872.176,,,,0,0,56.696,0.138,,,-46.726,-0.113,857.355,,292.733,,641.99,1.559,,,,38.944,29.615,16.886,40.978,39.16,41.354,19.045,49.751,0,3.83,6.003,12.522,,0,6.428,-0.685,19.395,,17.501,0.022,0.066,0.092,0.004,3927.599,3428.137,,
European Union (28),1962,,,,67.709,0.163,2947.538,159.277,5.712,2880.936,139.401,5.085,6.941,0.693,,7.101,0.709,,2072.243,4.993,,,,923.279,134300.547,157483.516,125250.922,0.319,510.222,29873.57,7615.794,,,,0.319,0.001,63.648,0.153,,,-66.602,-0.16,881.607,,305,,743.619,1.792,,,,38.391,30.24,17.919,42.054,39.103,41.023,19.023,49.6,0.028,4.04,5.915,13.032,,0.371,6.577,-1.052,20.892,,17.501,0.023,0.067,0.094,0.004,4115.703,3617.311,,
European Union (28),1963,,,,70.706,0.169,3116.284,168.746,5.725,3027.301,146.365,5.08,7.234,0.695,,7.447,0.715,,2132.655,5.096,,,,993.986,137416.828,160510.812,127383.578,0.769,577.943,29784.586,8460.546,,,,0.451,0.001,67.722,0.162,,,-88.984,-0.213,902.999,,315.091,,844.751,2.019,,,,38.017,30.353,18.428,41.759,39.024,40.698,19.011,49.445,0.062,4.226,5.826,13.593,,0.498,6.469,-1.444,22.204,,17.509,0.024,0.068,0.096,0.004,4292.441,3821.658,,
European Union (28),1964,,,,80.237,0.19,3252.094,135.81,4.358,3155.03,127.729,4.219,7.479,0.684,,7.709,0.705,,2123.706,5.034,,,,1074.222,140668.906,163665.844,129507.289,1.301,652.888,29687.521,9433.222,,,,0.531,0.001,74.944,0.178,,,-97.065,-0.23,911.803,,327.564,,972.676,2.306,,,,38.92,30.044,18.911,40.742,39.016,40.367,19.009,49.272,0.096,4.403,5.741,14.218,,0.471,6.5,-1.657,23.694,,17.529,0.024,0.07,0.098,0.004,4437.338,3979.899,,
European Union (28),1965,,,,82.299,0.194,3299.237,47.143,1.45,3193.853,38.824,1.231,7.511,0.664,0.271,7.759,0.686,0.28,2053.354,4.829,,,,1156.522,143968.156,166859.703,131560.641,1.707,736.958,29582.135,10512.329,,,,0.407,0.001,84.07,0.198,,,-105.384,-0.248,924.308,,342.87,,1079.107,2.538,,,,38.025,29.169,18.859,38.826,38.944,40.015,19.006,49.066,0.115,4.589,5.659,14.857,,0.312,6.832,-1.873,24.469,,17.556,0.025,0.071,0.101,0.004,4501.241,4045.472,,
European Union (28),1966,,,,86.533,0.202,3376.733,77.496,2.349,3287.949,94.096,2.946,7.674,0.657,0.272,7.881,0.675,0.279,1987.182,4.638,,,,1243.055,147344.891,170147.641,133547.812,1.927,832.382,29493.352,11719.704,,,,0.22,0.001,95.424,0.223,,,-88.784,-0.207,934.635,,357.876,,1207.375,2.818,,,,37.136,28.465,19.244,37.147,38.812,39.647,19.011,48.833,0.118,4.784,5.587,15.519,,0.152,7.122,-1.7,25.368,,17.575,0.026,0.073,0.103,0.004,4607.864,4138.166,,
European Union (28),1967,,,,90.35,0.209,3412.407,35.674,1.056,3308.317,20.367,0.619,7.668,0.639,0.266,7.909,0.659,0.274,1917.111,4.443,,,,1333.404,150757.297,173455.969,135464.922,2.191,945.776,29389.26,13010.992,,,,0.264,0.001,113.395,0.263,,,-104.091,-0.241,948.426,,374.461,,1291.288,2.993,,,,37.663,27.885,18.757,36.437,38.732,39.272,19.006,48.599,0.12,5.022,5.511,16.144,,0.138,7.913,-1.927,25.444,,17.58,0.027,0.074,0.106,0.005,4662.485,4191.333,,
European Union (28),1968,,,,95.625,0.22,3600.078,187.671,5.5,3523.145,214.829,6.494,8.11,0.646,0.266,8.287,0.66,0.272,1938.029,4.461,,,,1429.03,154357.359,176979.094,137402.953,2.656,1088.376,29312.328,14434.351,,,,0.465,0.001,142.6,0.328,,,-76.933,-0.177,972.82,,388.854,,1423.359,3.277,,,,37.458,27.896,19.318,36.435,38.644,38.902,19.012,48.371,0.131,5.337,5.442,16.76,,0.228,9.143,-1.443,25.745,,17.591,0.028,0.076,0.108,0.005,4896.804,4410.07,,
European Union (28),1969,,,,100.184,0.229,3820.681,220.603,6.128,3680.99,157.845,4.48,8.415,0.64,0.259,8.734,0.665,0.269,1981.079,4.529,,,,1529.213,158178.047,180660.094,139384.047,4.481,1261.236,29172.637,15999.086,,,,1.825,0.004,172.86,0.395,,,-139.691,-0.319,999.065,,399.434,,1564.734,3.577,,,,37.021,27.763,18.783,35.904,38.533,38.528,19.007,48.134,0.197,5.707,5.358,17.371,,0.748,10.117,-2.394,26.17,,17.591,0.029,0.078,0.111,0.005,5131.021,4665.821,,
European Union (28),1970,,,,105.468,0.24,3984.364,163.683,4.284,3843.363,162.372,4.411,8.734,0.632,0.254,9.054,0.656,0.263,1882.559,4.278,,,,1634.682,162162.422,184503.469,141266.594,7.775,1482.024,29031.635,17771.34,,,,3.294,0.007,220.788,0.502,,,-141.002,-0.32,983.289,,385.231,,1772.255,4.027,,,,36.589,26.742,18.663,33.038,38.402,38.116,19,47.843,0.305,6.203,5.277,17.969,,1.186,12.329,-2.476,26.063,,17.578,0.029,0.079,0.114,0.005,5263.925,4798.657,,
European Union (28),1971,,,,108.618,0.245,4086.178,101.814,2.555,3919.996,76.633,1.994,8.854,0.622,0.253,9.23,0.649,0.264,1826.356,4.125,,,,1743.3,166248.594,188423.453,143092.953,17.871,1754.9,28865.453,19639.572,,,,10.096,0.023,272.876,0.616,,,-166.182,-0.375,986.407,,394.407,,1868.232,4.22,,,,35.835,26.356,19.009,32.044,38.231,37.702,19,47.543,0.622,6.796,5.198,18.51,,3.141,14.113,-3.247,25.942,,17.569,0.03,0.081,0.116,0.005,5365.179,4906.954,,
European Union (28),1972,,,,114.023,0.256,4204.028,117.85,2.884,4021.1,101.104,2.579,9.02,0.61,0.248,9.431,0.638,0.259,1737.765,3.898,,,,1857.323,170452.625,192444.562,144830.719,28.202,2085.508,28682.525,21650.873,,,,10.331,0.023,330.608,0.742,,,-182.928,-0.41,976.393,,400.553,,2011.299,4.512,,,,35.484,25.911,18.603,30.536,38.05,37.284,18.992,47.228,0.876,7.481,5.115,19.014,,2.978,16.11,-3.393,25.902,,17.546,0.031,0.083,0.119,0.006,5466.618,5014.179,,
European Union (28),1973,,,,118.732,0.265,4388.854,184.826,4.396,4217.77,196.669,4.891,9.402,0.597,0.246,9.783,0.622,0.256,1752.703,3.907,,,,1976.055,174841.484,196662.328,146583.422,39.448,2459.122,28511.441,23783.432,,,,11.246,0.025,373.614,0.833,,,-171.084,-0.381,992.788,,421.069,,2132.56,4.754,,,,34.892,25.688,18.889,29.897,37.844,36.866,18.99,46.903,1.089,8.175,5.038,19.48,,2.796,16.948,-3.262,25.931,,17.527,0.031,0.085,0.122,0.006,5691.985,5217.69,,
European Union (28),1974,,,,116.984,0.259,4327.357,-61.497,-1.401,4148.394,-69.376,-1.645,9.196,0.581,0.246,9.593,0.606,0.257,1740.579,3.859,,,,2093.039,179168.844,200810.719,148324,51.134,2884.943,28332.479,25815.719,,,,11.686,0.026,425.821,0.944,,,-178.963,-0.397,993.012,,435.928,,2032.286,4.505,,,,34.332,25.438,18.729,29.698,37.629,36.47,18.984,46.586,1.274,8.921,4.961,19.828,,2.986,18.845,-3.483,25.071,,17.505,0.032,0.087,0.125,0.006,5639.915,5159.093,,
European Union (28),1975,,,,114.412,0.253,4240.608,-86.749,-2.005,4074.766,-73.627,-1.775,8.993,0.569,0.245,9.359,0.592,0.255,1712.692,3.78,,,,2207.452,183409.438,204885.484,150036.688,62.94,3342.872,28166.635,27759.486,,,,11.806,0.026,457.929,1.011,,,-165.842,-0.366,1000.118,,435.036,,1943.769,4.29,,,,33.647,24.868,18.428,28.377,37.4,36.081,18.973,46.247,1.447,9.662,4.889,20.081,,3.506,20.296,-3.278,24.185,,17.477,0.033,0.089,0.127,0.006,5561.135,5074.307,,
European Union (28),1976,,,,118.277,0.26,4511.528,270.92,6.389,4341.867,267.101,6.555,9.543,0.581,0.247,9.916,0.604,0.257,1794.126,3.943,,,,2325.729,187920.969,209227.344,151830.828,75.079,3838.634,27996.975,29850.709,,,,12.14,0.027,495.762,1.09,,,-169.661,-0.373,1002.195,,440.22,,2091.223,4.596,,,,33.203,25.079,18.818,28.658,37.161,35.705,18.97,45.914,1.582,10.379,4.817,20.338,,3.07,20.764,-3.337,24.489,,17.451,0.033,0.091,0.13,0.006,5845.205,5354.6,,
European Union (28),1977,,,,121.18,0.265,4479.002,-32.526,-0.721,4322.835,-19.032,-0.438,9.46,0.563,0.242,9.802,0.583,0.251,1767.221,3.867,,,,2446.909,192399.984,213550.188,153598.031,88.035,4347.004,27840.807,31919.986,,,,12.956,0.028,508.37,1.113,,,-156.167,-0.342,999.663,,441.104,,2069.275,4.529,,,,32.498,24.213,18.003,27.557,36.899,35.315,18.949,45.565,1.717,11.026,4.745,20.512,,3.396,20.819,-2.832,23.409,,17.412,0.034,0.093,0.133,0.007,5807.604,5317.387,,
European Union (28),1978,,,,124.231,0.271,4609.85,130.847,2.921,4443.057,120.222,2.781,9.683,0.561,0.241,10.047,0.582,0.25,1785.536,3.892,,,,2571.139,197009.828,217993.25,155383.578,103.14,4880.326,27674.014,34071.645,,,,15.104,0.033,533.322,1.162,,,-166.793,-0.364,1008.444,,454.823,,2151.657,4.689,,,,31.21,24.174,18.148,27.377,36.576,34.938,18.932,45.22,1.869,11.626,4.673,20.678,,3.871,20.905,-3.081,23.498,,17.38,0.034,0.095,0.136,0.007,5951.499,5459.187,,
European Union (28),1979,,,,123.539,0.268,4759.123,149.273,3.238,4594.005,150.948,3.397,9.97,0.561,0.24,10.329,0.581,0.248,1869.818,4.058,,,,2694.678,201768.938,222587.25,157253.406,120.566,5444.51,27508.898,36255.801,,,,17.426,0.038,564.183,1.224,,,-165.117,-0.358,1019.623,,457.205,,2184.157,4.74,,,,30.589,24.27,18.909,27.381,36.251,34.58,18.931,44.872,2.051,12.189,4.609,20.831,,4.838,20.974,-3.523,23.552,,17.362,0.035,0.097,0.138,0.007,6116.164,5616.752,,
European Union (28),1980,,,,121.876,0.263,4658.052,-101.071,-2.124,4491.439,-102.566,-2.233,9.701,0.535,0.241,10.061,0.555,0.25,1897.741,4.099,,,,2816.554,206427,227078.688,159151.125,132.587,6015.096,27342.285,38311.629,,,,12.021,0.026,570.587,1.232,,,-166.613,-0.36,1010.282,,444.914,,2055.828,4.441,,,,29.999,23.902,18.365,27.076,35.927,34.234,18.92,44.523,2.14,12.683,4.543,20.936,,3.799,20.681,-3.354,22.971,,17.335,0.035,0.099,0.141,0.007,5992.788,5492.983,,
European Union (28),1981,,,,115.926,0.249,4425.475,-232.578,-4.993,4266.317,-225.123,-5.012,9.177,0.508,0.235,9.519,0.527,0.244,1858.191,3.997,,,,2932.479,210852.484,231345.016,161009.312,143.651,6585.571,27183.127,40181.449,,,,11.064,0.024,570.474,1.227,,,-159.158,-0.342,987.99,,439.298,,1869.819,4.022,,,,28.533,23.264,17.886,26.586,35.563,33.899,18.9,44.179,2.234,13.113,4.481,20.978,,4.665,20.409,-3.295,21.874,,17.3,0.036,0.101,0.144,0.007,5731.552,5236.471,,
European Union (28),1982,,,,113.161,0.243,4321.203,-104.271,-2.356,4164.218,-102.099,-2.393,8.93,0.492,0.235,9.267,0.511,0.244,1860.404,3.99,,,,3045.641,215173.672,235509.219,162869.719,152.932,7135.253,27026.141,41970.121,,,,9.282,0.02,549.683,1.179,,,-156.985,-0.337,999.771,,436.032,,1788.673,3.836,,,,27.991,22.899,17.785,26.16,35.209,33.575,18.879,43.834,2.294,13.475,4.422,20.997,,3.94,20.119,-3.455,21.441,,17.262,0.036,0.103,0.146,0.008,5636.383,5132.701,,
European Union (28),1983,,,,112.113,0.24,4275.541,-45.662,-1.057,4143.967,-20.251,-0.486,8.864,0.481,0.233,9.145,0.497,0.24,1865.468,3.99,,,,3157.754,219449.219,239653.188,164735.203,160.891,7702.583,26894.566,43692.789,,,,7.959,0.017,567.33,1.213,,,-131.574,-0.281,989.656,,443.45,,1722.671,3.685,,,,27.117,22.512,17.429,25.561,34.84,33.257,18.852,43.482,2.339,13.825,4.366,20.992,,3.739,20.544,-2.75,20.861,,17.217,0.036,0.104,0.148,0.008,5601.842,5086.887,,
European Union (28),1984,,,,106.311,0.227,4294.281,18.74,0.438,4157.342,13.375,0.323,8.871,0.472,0.228,9.163,0.487,0.235,1863.822,3.977,,,,3264.064,223743.516,243810.531,166599.016,168.231,8284.154,26757.627,45428.031,,,,7.34,0.016,581.57,1.241,,,-136.939,-0.292,963.583,,447.028,,1735.239,3.702,,,,25.238,21.856,16.441,24.36,34.413,32.927,18.805,43.104,2.381,14.106,4.305,20.986,,3.93,19.311,-2.428,20.844,,17.154,0.036,0.106,0.151,0.008,5599.757,5072.404,,
European Union (28),1985,,,,100.823,0.215,4382.789,88.508,2.061,4250.723,93.381,2.246,9.047,0.469,0.222,9.328,0.483,0.228,1971.316,4.195,,,,3364.887,228126.297,248061.266,168570.344,174.851,8883.307,26625.562,47131.602,1.306,,,6.621,0.014,599.152,1.275,,,-132.066,-0.281,977.916,,437.636,,1703.571,3.626,0.003,1.306,,23.68,21.577,16.603,24.035,33.952,32.598,18.762,42.708,2.412,14.363,4.247,20.967,,3.637,19.189,-2.496,20.468,,17.097,0.037,0.108,0.153,0.008,5698.07,5167.79,,
European Union (28),1986,,,,101.757,0.216,4377.022,-5.767,-0.132,4256.565,5.842,0.137,9.034,0.456,0.218,9.29,0.469,0.225,1955.032,4.149,,,,3466.645,232503.312,252317.828,170525.375,180.632,9466.708,26505.105,48861.07,2.889,,,5.781,0.012,583.402,1.238,,,-120.456,-0.256,978.951,,433.449,,1729.467,3.671,0.003,1.584,,23.005,21.232,16.282,23.495,33.485,32.272,18.714,42.311,2.435,14.588,4.191,20.938,,3.393,19.147,-2.179,20.173,,17.039,0.037,0.11,0.155,0.008,5686.199,5158.802,,
European Union (28),1987,,,,101.539,0.215,4412.739,35.717,0.816,4298.352,41.787,0.982,9.097,0.449,0.217,9.339,0.461,0.222,1971.242,4.172,,,,3568.184,236916.047,256616.172,172496.609,187.73,10070.828,26390.721,50588.145,4.551,,,7.098,0.015,604.12,1.279,,,-114.386,-0.242,963.173,,435.227,,1727.076,3.655,0.004,1.662,,22.119,20.766,16.165,22.926,33.002,31.943,18.665,41.906,2.476,14.766,4.138,20.903,,4.337,18.26,-2.142,19.979,,16.975,0.037,0.112,0.158,0.009,5706.083,5191.975,,
European Union (28),1988,,,,105.552,0.223,4373.01,-39.728,-0.9,4244.631,-53.721,-1.25,8.955,0.426,0.212,9.226,0.439,0.218,1927.324,4.066,,,,3673.736,241289.062,260860.797,174423.938,191.297,10674.266,26262.342,52318.281,7.542,,,3.567,0.008,603.438,1.273,,,-128.379,-0.271,949.271,,426.407,,1730.139,3.65,0.006,2.991,,21.858,19.801,15.573,21.67,32.526,31.592,18.605,41.478,2.462,14.893,4.085,20.846,,1.913,17.403,-2.483,19.305,,16.896,0.037,0.114,0.16,0.009,5634.866,5131.562,,
European Union (28),1989,,,,107.668,0.226,4421.271,48.261,1.104,4301.725,57.093,1.345,9.044,0.419,0.214,9.295,0.431,0.22,1911.667,4.019,,,,3781.404,245710.344,265162.531,176335.594,194.328,11328.046,26142.795,54060.445,10.506,,,3.031,0.006,653.78,1.374,,,-119.547,-0.251,929.526,,420.128,,1742.162,3.663,0.006,2.964,,21.829,19.75,15.734,21.498,32.078,31.254,18.55,41.064,2.453,15.041,4.035,20.785,,1.997,17.953,-2.413,19.107,,16.814,0.037,0.116,0.162,0.009,5671.606,5157.253,,
European Union (28),1990,,,,102.532,0.215,4472.053,50.782,1.149,4331.668,29.943,0.696,9.074,0.421,0.217,9.368,0.435,0.224,1893.726,3.967,5070.915,10.623,0.493,3883.936,250182.391,269494.219,178229.328,224.314,12021.122,26002.41,55759.969,63.715,,,29.986,0.063,693.076,1.452,,,-140.385,-0.294,910.561,,392.253,,1699.524,3.56,0.111,53.209,,20.74,19.676,15.635,21.76,31.622,30.929,18.494,40.681,2.742,15.194,3.983,20.703,3.424,11.587,18.209,-2.821,18.385,23.856,16.735,0.037,0.118,0.164,0.009,5679.906,5177.726,598.861,13.391
European Union (28),1991,,,,94.307,0.197,4413.811,-58.242,-1.302,4288.824,-42.844,-0.989,8.954,0.412,0.215,9.215,0.424,0.221,1803.529,3.765,4960.534,10.357,0.477,3978.243,254596.203,273783.031,180032.859,252.055,12739.683,25877.422,57482.832,110.524,,,27.74,0.058,718.561,1.5,,,-124.987,-0.261,895.164,,381.066,,1722.865,3.597,0.098,46.809,,18.554,19.036,15.232,20.931,31.102,30.598,18.432,40.3,2.982,15.351,3.934,20.6,5.323,10.123,18.577,-2.515,17.755,21.709,16.652,0.037,0.12,0.166,0.009,5619.054,5120.045,546.722,12.387
European Union (28),1992,,,,91.998,0.191,4271.353,-142.458,-3.228,4132.958,-155.866,-3.634,8.6,0.392,0.21,8.888,0.405,0.217,1684.527,3.505,5292.065,11.012,0.502,4070.241,258867.547,277916,181717.391,280.072,13438.231,25739.029,59207.316,154.303,,,28.017,0.058,698.549,1.454,,,-138.395,-0.288,865.493,,365.426,,1724.482,3.588,0.091,43.779,,17.379,18.96,14.874,20.03,30.557,30.291,18.367,39.925,3.221,15.462,3.882,20.541,6.731,11.589,17.812,-2.632,18.726,20.249,16.566,0.037,0.122,0.168,0.009,5394.783,4957.639,1020.712,23.897
European Union (28),1993,,,,86.732,0.18,4187.481,-83.871,-1.964,4055.234,-77.724,-1.881,8.414,0.384,0.208,8.688,0.396,0.214,1591.626,3.302,4949.89,10.27,0.468,4156.974,263055.031,281971.219,183309.016,308.024,14159.479,25606.781,60923.938,197.605,,,27.952,0.058,721.247,1.496,,,-132.247,-0.274,840.803,,357.394,,1716.622,3.562,0.09,43.301,,15.706,18.402,14.624,18.701,29.966,29.982,18.3,39.536,3.45,15.571,3.833,20.481,7.877,11.956,17.919,-2.659,18.623,20.03,16.475,0.037,0.124,0.17,0.01,5259.56,4857.184,762.408,18.207
European Union (28),1994,,,,92.861,0.192,4163.21,-24.271,-0.58,4019.612,-35.622,-0.878,8.319,0.368,0.207,8.616,0.381,0.214,1559.224,3.227,4830.505,9.997,0.442,4249.835,267218.25,285990.812,184868.234,336.095,14888.855,25463.182,62632.305,242.914,,,28.071,0.058,729.376,1.509,,,-143.599,-0.297,824.217,,362.011,,1708.368,3.536,0.094,45.31,,15.754,18.106,13.917,18.215,29.387,29.679,18.219,39.149,3.636,15.673,3.778,20.42,8.914,8.92,17.958,-2.438,18.467,20.937,16.372,0.037,0.125,0.172,0.01,5208.437,4826.177,667.295,16.028
European Union (28),1995,,,,96.201,0.199,4201.687,38.476,0.924,4080.869,61.257,1.524,8.432,0.361,0.205,8.681,0.372,0.211,1527.871,3.157,4885.122,10.093,0.432,4346.036,271419.938,290071.719,186396.094,365.671,15669.746,25342.363,64352.113,290.257,,,29.576,0.061,780.891,1.613,,,-120.818,-0.25,816.45,,359.424,,1719.806,3.553,0.098,47.343,,15.429,17.855,14.089,17.355,28.81,29.378,18.144,38.75,3.821,15.794,3.73,20.361,9.844,9.063,18.512,-2.224,18.42,21.176,16.271,0.036,0.127,0.173,0.01,5252.848,4862.383,683.435,16.266
European Union (28),1996,,,,93.238,0.192,4307.067,105.38,2.508,4188.194,107.325,2.63,8.645,0.361,0.204,8.89,0.371,0.209,1517.734,3.133,4869.535,10.051,0.42,4439.273,275727,294259.875,187913.844,395.139,16526.176,25223.492,66116.117,336.449,,,29.468,0.061,856.429,1.768,,,-118.873,-0.245,811.745,,368.498,,1764.006,3.641,0.095,46.192,,14.651,17.755,13.836,16.817,28.237,29.081,18.064,38.346,3.983,15.949,3.68,20.302,10.611,8.41,19.444,-1.977,18.338,20.804,16.168,0.036,0.129,0.175,0.01,5357.689,4968.446,562.468,13.059
European Union (28),1997,,,,95.485,0.197,4216.618,-90.449,-2.1,4085.489,-102.705,-2.452,8.422,0.341,0.2,8.692,0.352,0.206,1450.19,2.989,4782.46,9.859,0.399,4534.758,279943.625,298345.375,189364.031,424.429,17374.59,25092.361,67862.883,382.922,,,29.29,0.06,848.415,1.749,,,-131.128,-0.27,802.668,,357.822,,1746.765,3.601,0.096,46.473,,14.416,17.28,12.844,16.153,27.678,28.785,17.964,37.947,4.131,16.082,3.622,20.231,11.281,8.303,19.192,-1.77,17.889,20.77,16.055,0.036,0.131,0.177,0.01,5232.79,4861.025,565.842,13.419
European Union (28),1998,,,,97.477,0.201,4212.842,-3.775,-0.09,4116.948,31.46,0.77,8.484,0.331,0.2,8.681,0.339,0.204,1394.296,2.873,4858.315,10.011,0.391,4632.235,284156.469,302462.344,190758.328,453.152,18248.152,24996.469,69634.539,430.05,,,28.723,0.059,873.564,1.8,,,-95.894,-0.198,771.232,,330.128,,1771.655,3.651,0.097,47.128,,14.768,17.334,13.521,15.961,27.178,28.505,17.884,37.569,4.271,16.22,3.576,20.165,11.896,8.536,19.553,-1.561,17.926,21.366,15.95,0.035,0.133,0.179,0.01,5186.272,4803.292,645.473,15.322
European Union (28),1999,,,,98.555,0.203,4150.611,-62.231,-1.477,4024.17,-92.778,-2.254,8.286,0.313,0.196,8.546,0.323,0.202,1318.406,2.715,4846.542,9.979,0.377,4730.79,288307.062,306486.5,192076.719,480.563,19157.314,24870.027,71384.828,476.836,,,27.411,0.056,909.161,1.872,,,-126.441,-0.26,757.507,,314.022,,1750.292,3.604,0.096,46.786,,14.228,16.7,13.042,14.876,26.672,28.218,17.797,37.18,4.393,16.357,3.528,20.083,12.436,8.307,19.706,-2.106,17.269,21.337,15.841,0.035,0.135,0.18,0.011,5070.96,4714.81,695.931,16.767
European Union (28),2000,,,,99.63,0.205,4169.245,18.634,0.449,3982.421,-41.749,-1.037,8.183,0.296,0.192,8.567,0.31,0.202,1352.636,2.779,4956.613,10.184,0.368,4830.419,292476.312,310468.906,193429.375,507.806,20089.186,24683.205,73095.438,524.094,,,27.242,0.056,931.872,1.915,,,-186.824,-0.384,742.303,,312.033,,1710.609,3.515,0.097,47.258,,13.761,16.343,12.927,14.699,26.166,27.929,17.712,36.786,4.499,16.484,3.475,19.986,12.938,7.849,19.619,-3.527,16.655,21.845,15.729,0.035,0.136,0.182,0.011,5028.858,4723.227,787.368,18.885
European Union (28),2001,,,,96.878,0.199,4234.892,65.646,1.575,4013.84,31.419,0.789,8.227,0.29,0.191,8.68,0.306,0.201,1358.016,2.784,4944.564,10.135,0.357,4927.297,296711.188,314482.75,194787.375,533.963,21045.305,24462.152,74846.273,570.982,,,26.157,0.054,956.12,1.96,,,-221.052,-0.453,726.646,,306.704,,1750.832,3.589,0.096,46.888,,12.792,16.474,13.172,14.67,25.639,27.655,17.634,36.403,4.594,16.615,3.421,19.902,13.391,7.792,19.942,-4.639,16.919,21.978,15.62,0.034,0.138,0.183,0.011,5062.593,4777.898,709.673,16.758
European Union (28),2002,,,,96.117,0.196,4217.927,-16.965,-0.401,4006.943,-6.897,-0.172,8.187,0.284,0.192,8.618,0.299,0.202,1351.9,2.762,4932.536,10.078,0.349,5023.414,300929.125,318489.688,196139.281,560.522,22004.42,24251.168,76583.492,617.993,,,26.559,0.054,959.115,1.96,,,-210.984,-0.431,715.356,,306.829,,1737.225,3.549,0.096,47.011,,12.241,16.052,12.759,13.964,25.113,27.377,17.55,36.005,4.692,16.72,3.368,19.819,13.794,8.181,19.426,-4.114,16.814,21.734,15.507,0.034,0.14,0.185,0.011,5033.44,4754.459,714.61,16.942
European Union (28),2003,,,,97.224,0.198,4308.061,90.134,2.137,4112.541,105.598,2.635,8.371,0.285,0.194,8.769,0.299,0.203,1395.626,2.841,5099.448,10.38,0.354,5120.638,305237.188,322602.25,197534.906,587.474,23005.045,24055.648,78322.805,666.321,,,26.952,0.055,1000.624,2.037,,,-195.519,-0.398,702.088,,307.21,,1739.308,3.54,0.098,48.328,,11.258,15.57,12.187,13.268,24.539,27.087,17.452,35.574,4.779,16.826,3.312,19.728,14.173,7.823,19.55,-3.218,16.403,21.864,15.383,0.033,0.142,0.186,0.011,5132.972,4836.662,791.388,18.37
European Union (28),2004,,,,101.528,0.206,4317.239,9.179,0.213,4141.78,29.239,0.711,8.397,0.278,0.192,8.753,0.29,0.2,1386.026,2.81,5170.653,10.483,0.347,5222.166,309554.438,326744,198920.922,613.224,24026.139,23880.189,80055.969,715.994,,,25.749,0.052,1021.095,2.07,,,-175.459,-0.356,689.304,,307.293,,1733.168,3.514,0.101,49.673,,11.248,15.078,12.169,12.748,23.988,26.79,17.356,35.136,4.854,16.919,3.264,19.621,14.515,7.517,19.322,-3.247,15.758,21.451,15.261,0.033,0.144,0.188,0.011,5146.907,4834.283,853.413,19.768
European Union (28),2005,,,,101.96,0.206,4305.823,-11.417,-0.264,4149.823,8.043,0.194,8.381,0.271,0.192,8.696,0.281,0.2,1349.038,2.724,5259.377,10.622,0.343,5324.126,313860.25,330893.844,200269.969,640.193,25064.48,23724.189,81796.398,765.079,,,26.97,0.054,1038.342,2.097,,,-156,-0.315,668.61,,305.621,,1740.428,3.515,0.099,49.085,,10.53,14.54,12.027,11.683,23.415,26.484,17.261,34.667,4.931,17.003,3.221,19.517,14.784,7.752,19.22,-3.19,15.671,20.261,15.134,0.032,0.146,0.189,0.011,5124.913,4808.314,953.555,22.146
